"id","CHIIKIKBN","CHIIKIKBN_NAME","JUSHOCD","JUSHONAME","CHIIKINAME","5SAI","3SEDAI","YEAR","SEX","POPLATION","RESULT_ESTFLG"
598886,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"1985",2,"0",0
598887,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"1990",1,"0",0
598888,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"1990",2,"0",0
598889,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"1995",1,"0",0
598890,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"1995",2,"0",0
598891,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"2000",1,"331",0
598892,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"2000",2,"428",0
598893,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"2005",1,"338",0
598894,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"2005",2,"391",0
598895,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"2010",1,"491",0
598896,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"2010",2,"427",0
598897,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"2015",1,"696",0
598898,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"2015",2,"632",0
598899,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"2020",1,"780",0
598900,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","45",2,"2020",2,"790",0
598901,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"1980",1,"0",0
598902,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"1980",2,"0",0
598903,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"1985",1,"0",0
598904,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"1985",2,"0",0
598905,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"1990",1,"0",0
598906,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"1990",2,"0",0
598907,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"1995",1,"0",0
598908,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"1995",2,"0",0
598909,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"2000",1,"516",0
598910,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"2000",2,"648",0
598911,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"2005",1,"384",0
598912,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"2005",2,"482",0
598913,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"2010",1,"384",0
598914,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"2010",2,"436",0
598915,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"2015",1,"545",0
598916,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"2015",2,"482",0
598917,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"2020",1,"791",0
598918,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","50",2,"2020",2,"720",0
598919,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"1980",1,"0",0
598920,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"1980",2,"0",0
598921,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"1985",1,"0",0
598922,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"1985",2,"0",0
598923,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"1990",1,"0",0
598924,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"1990",2,"0",0
598925,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"1995",1,"0",0
598926,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"1995",2,"0",0
598927,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"2000",1,"396",0
598928,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"2000",2,"484",0
598929,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"2005",1,"560",0
598930,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"2005",2,"706",0
598931,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"2010",1,"425",0
598932,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"2010",2,"529",0
598933,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"2015",1,"415",0
598934,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"2015",2,"479",0
598935,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"2020",1,"598",0
598936,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","55",2,"2020",2,"540",0
598937,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"1980",1,"0",0
598938,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"1980",2,"0",0
598939,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"1985",1,"0",0
598940,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"1985",2,"0",0
598941,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"1990",1,"0",0
598942,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"1990",2,"0",0
598943,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"1995",1,"0",0
598944,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"1995",2,"0",0
598945,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"2000",1,"256",0
598946,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"2000",2,"312",0
598947,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"2005",1,"441",0
598948,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"2005",2,"532",0
598949,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"2010",1,"620",0
598950,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"2010",2,"768",0
598951,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"2015",1,"457",0
598952,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"2015",2,"572",0
598953,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"2020",1,"467",0
598954,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","60",2,"2020",2,"529",0
598955,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"1980",1,"0",0
598956,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"1980",2,"0",0
598957,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"1985",1,"0",0
598958,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"1985",2,"0",0
598959,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"1990",1,"0",0
598960,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"1990",2,"0",0
598961,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"1995",1,"0",0
598962,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"1995",2,"0",0
598963,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"2000",1,"132",0
598964,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"2000",2,"182",0
598965,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"2005",1,"276",0
598966,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"2005",2,"347",0
598967,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"2010",1,"466",0
598968,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"2010",2,"573",0
598969,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"2015",1,"661",0
598970,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"2015",2,"813",0
598971,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"2020",1,"507",0
598972,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","65",3,"2020",2,"611",0
598973,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"1980",1,"0",0
598974,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"1980",2,"0",0
598975,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"1985",1,"0",0
598976,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"1985",2,"0",0
598977,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"1990",1,"0",0
598978,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"1990",2,"0",0
598979,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"1995",1,"0",0
598980,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"1995",2,"0",0
598981,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"2000",1,"22",0
598982,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"2000",2,"57",0
598983,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"2005",1,"142",0
598984,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"2005",2,"192",0
598985,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"2010",1,"300",0
598986,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"2010",2,"367",0
598987,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"2015",1,"492",0
598988,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"2015",2,"610",0
598989,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"2020",1,"711",0
598990,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","70",3,"2020",2,"857",0
598991,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"1980",1,"0",0
598992,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"1980",2,"0",0
598993,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"1985",1,"0",0
598994,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"1985",2,"0",0
598995,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"1990",1,"0",0
598996,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"1990",2,"0",0
598997,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"1995",1,"0",0
598998,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"1995",2,"0",0
598999,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"2000",1,"3",0
599000,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"2000",2,"8",0
599001,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"2005",1,"25",0
599002,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"2005",2,"63",0
599003,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"2010",1,"151",0
599004,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"2010",2,"202",0
599005,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"2015",1,"327",0
599006,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"2015",2,"392",0
599007,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"2020",1,"524",0
599008,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","75",3,"2020",2,"633",0
599009,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"1980",1,"0",0
599010,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"1980",2,"0",0
599011,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"1985",1,"0",0
599012,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"1985",2,"0",0
599013,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"1990",1,"0",0
599014,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"1990",2,"0",0
599015,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"1995",1,"0",0
599016,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"1995",2,"0",0
599017,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"2000",1,"0",0
599018,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"2000",2,"1",0
599019,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"2005",1,"3",0
599020,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"2005",2,"9",0
599021,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"2010",1,"27",0
599022,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"2010",2,"67",0
599023,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"2015",1,"165",0
599024,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"2015",2,"224",0
599025,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"2020",1,"339",0
599026,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","80",3,"2020",2,"420",0
599027,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"1980",1,"0",0
599028,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"1980",2,"0",0
599029,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"1985",1,"0",0
599030,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"1985",2,"0",0
599031,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"1990",1,"0",0
599032,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"1990",2,"0",0
599033,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"1995",1,"0",0
599034,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"1995",2,"0",0
599035,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"2000",1,"0",0
599036,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"2000",2,"1",0
599037,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"2005",1,"0",0
599038,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"2005",2,"1",0
599039,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"2010",1,"4",0
599040,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"2010",2,"10",0
599041,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"2015",1,"28",0
599042,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"2015",2,"82",0
599043,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"2020",1,"167",0
599044,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","85",3,"2020",2,"236",0
599045,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"1980",1,"0",0
599046,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"1980",2,"0",0
599047,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"1985",1,"0",0
599048,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"1985",2,"0",0
599049,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"1990",1,"0",0
599050,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"1990",2,"0",0
599051,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"1995",1,"0",0
599052,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"1995",2,"0",0
599053,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"2000",1,"0",0
599054,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"2000",2,"0",0
599055,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"2005",1,"0",0
599056,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"2005",2,"1",0
599057,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"2010",1,"0",0
599058,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"2010",2,"1",0
599059,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"2015",1,"6",0
599060,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"2015",2,"20",0
599061,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"2020",1,"34",0
599062,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","90",3,"2020",2,"100",0
599063,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"1980",1,"0",0
599064,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"1980",2,"0",0
599065,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"1985",1,"0",0
599066,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"1985",2,"0",0
599067,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"1990",1,"0",0
599068,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"1990",2,"0",0
599069,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"1995",1,"0",0
599070,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"1995",2,"0",0
599071,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"2000",1,"0",0
599072,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"2000",2,"0",0
599073,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"2005",1,"0",0
599074,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"2005",2,"0",0
599075,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"2010",1,"0",0
599076,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"2010",2,"1",0
599077,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"2015",1,"1",0
599078,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"2015",2,"5",0
599079,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"2020",1,"6",0
599080,5,"事務所管轄","30","由木東事務所","東京都八王子市大塚","95",3,"2020",2,"27",0
599081,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"1980",1,"0",0
599082,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"1980",2,"0",0
599083,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"1985",1,"0",0
599084,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"1985",2,"0",0
599085,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"1990",1,"0",0
599086,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"1990",2,"0",0
599087,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"1995",1,"0",0
599088,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"1995",2,"0",0
599089,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"2000",1,"497",0
599090,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"2000",2,"473",0
599091,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"2005",1,"715",0
599092,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"2005",2,"802",0
599093,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"2010",1,"796",0
599094,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"2010",2,"793",0
599095,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"2015",1,"765",0
599096,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"2015",2,"789",0
599097,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"2020",1,"737",0
599098,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","00",1,"2020",2,"670",0
599099,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"1980",1,"0",0
599100,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"1980",2,"0",0
599101,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"1985",1,"0",0
599102,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"1985",2,"0",0
599103,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"1990",1,"0",0
599104,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"1990",2,"0",0
599105,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"1995",1,"0",0
599106,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"1995",2,"0",0
599107,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"2000",1,"402",0
599108,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"2000",2,"324",0
599109,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"2005",1,"595",0
599110,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"2005",2,"568",0
599111,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"2010",1,"834",0
599112,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"2010",2,"927",0
599113,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"2015",1,"928",0
599114,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"2015",2,"904",0
599115,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"2020",1,"851",0
599116,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","05",1,"2020",2,"851",0
599117,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"1980",1,"0",0
599118,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"1980",2,"0",0
599119,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"1985",1,"0",0
599120,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"1985",2,"0",0
599121,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"1990",1,"0",0
599122,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"1990",2,"0",0
599123,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"1995",1,"0",0
599124,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"1995",2,"0",0
599125,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"2000",1,"388",0
599126,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"2000",2,"353",0
599127,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"2005",1,"445",0
599128,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"2005",2,"356",0
599129,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"2010",1,"637",0
599130,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"2010",2,"608",0
599131,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"2015",1,"911",0
599132,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"2015",2,"983",0
599133,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"2020",1,"974",0
599134,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","10",1,"2020",2,"957",0
599135,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"1980",1,"0",0
599136,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"1980",2,"0",0
599137,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"1985",1,"0",0
599138,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"1985",2,"0",0
599139,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"1990",1,"0",0
599140,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"1990",2,"0",0
599141,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"1995",1,"0",0
599142,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"1995",2,"0",0
599143,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"2000",1,"419",0
599144,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"2000",2,"385",0
599145,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"2005",1,"408",0
599146,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"2005",2,"386",0
599147,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"2010",1,"465",0
599148,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"2010",2,"375",0
599149,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"2015",1,"755",0
599150,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"2015",2,"722",0
599151,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"2020",1,"1004",0
599152,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","15",2,"2020",2,"1093",0
599153,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"1980",1,"0",0
599154,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"1980",2,"0",0
599155,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"1985",1,"0",0
599156,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"1985",2,"0",0
599157,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"1990",1,"0",0
599158,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"1990",2,"0",0
599159,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"1995",1,"0",0
599160,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"1995",2,"0",0
599161,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"2000",1,"591",0
599162,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"2000",2,"508",0
599163,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"2005",1,"482",0
599164,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"2005",2,"457",0
599165,5,"事務所管轄","40","横山事務所","東京都八王子市めじろ台一丁目","20",2,"2010",1,"490",0
